Temp,logg,[Fe/H],Alpha,Band,Resolution,vsini,Sampling,Quality,Cond1,Cond2,Cond3,correctflag
 3500, 5.5,  1.0, 0.0, 0.9, 100000,  5.0, 3.0,   5766,   5.7,  10.6,   5.9, 0
 3500, 5.5,  1.0, 0.0, 0.9, 100000, 10.0, 3.0,   2509,  12.9,  23.1,  13.4, 0
 3500, 5.5,  1.0, 0.0, 1.25, 100000,  1.0, 3.0,   4989,   5.4,  12.5,   5.6, 0
 3500, 5.5,  1.0, 0.0, 1.25, 100000,  5.0, 3.0,   2299,  11.7,  28.4,  12.2, 0
 3500, 5.5,  1.0, 0.0, 1.25, 100000, 10.0, 3.0,   1167,  22.7,  56.4,  23.8, 0
 3500, 5.5,  1.0, 0.0, 1.65, 100000,  1.0, 3.0,   6311,   4.2,   7.1,   4.3, 0
 3500, 5.5,  1.0, 0.0, 1.65, 100000,  5.0, 3.0,   3842,   6.8,  11.5,   7.0, 0
 3500, 5.5,  1.0, 0.0, 1.65, 100000, 10.0, 3.0,   2124,  12.2,  20.6,  12.5, 0
 3500, 5.5,  1.0, 0.0, 2.2, 100000,  1.0, 3.0,   5767,   6.7,  23.8,   7.1, 0
 3500, 5.5,  1.0, 0.0, 2.2, 100000,  5.0, 3.0,   3062,  12.5,  43.4,  13.4, 0
 3500, 5.5,  1.0, 0.0, 2.2, 100000, 10.0, 3.0,   1511,  25.1,  81.4,  26.8, 0
 3500, 5.5,  1.0, 0.0, 1.02, 100000,  1.0, 3.0,   9856,   3.2,   3.9,   3.3, 0
 3500, 5.5,  1.0, 0.0, 1.02, 100000,  5.0, 3.0,   4278,   7.4,   9.0,   7.5, 0
 3500, 5.5,  1.0, 0.0, 1.02, 100000, 10.0, 3.0,   2014,  15.5,  18.7,  15.7, 0
 2800, 4.0, -1.0, 0.0, 0.9,  60000,  1.0, 3.0,   8203,   5.6,  10.7,   5.8, 0
 2800, 4.0, -1.0, 0.0, 0.9,  60000,  5.0, 3.0,   4916,   9.2,  17.2,   9.6, 0
 2800, 4.0, -1.0, 0.0, 0.9,  60000, 10.0, 3.0,   2573,  17.5,  30.6,  18.1, 0
 2800, 4.0, -1.0, 0.0, 1.25,  60000,  1.0, 3.0,   3568,   9.6,  24.8,  10.1, 0
 2800, 4.0, -1.0, 0.0, 1.25,  60000,  5.0, 3.0,   2250,  15.2,  39.5,  15.9, 0
 2800, 4.0, -1.0, 0.0, 1.25,  60000, 10.0, 3.0,   1251,  27.0,  69.8,  28.3, 0
 2800, 4.0, -1.0, 0.0, 1.65,  60000,  1.0, 3.0,   3865,   8.6,  17.6,   8.9, 0
 2800, 4.0, -1.0, 0.0, 1.65,  60000,  5.0, 3.0,   2612,  12.6,  26.2,  13.0, 0
 2800, 4.0, -1.0, 0.0, 1.65,  60000, 10.0, 3.0,   1468,  22.2,  46.5,  23.0, 0
 2800, 4.0, -1.0, 0.0, 2.2,  60000,  1.0, 3.0,   4475,  10.5,  34.9,  11.2, 0
 2800, 4.0, -1.0, 0.0, 2.2,  60000,  5.0, 3.0,   2921,  16.0,  52.2,  17.0, 0
 2800, 4.0, -1.0, 0.0, 2.2,  60000, 10.0, 3.0,   1573,  29.3,  92.6,  31.4, 0
 2800, 4.0, -1.0, 0.0, 1.02,  60000,  1.0, 3.0,   7319,   6.1,   7.8,   6.2, 0
 2800, 4.0, -1.0, 0.0, 1.02,  60000,  5.0, 3.0,   4705,   9.5,  11.9,   9.6, 0
 2800, 4.0, -1.0, 0.0, 1.02,  60000, 10.0, 3.0,   2806,  15.8,  19.1,  16.0, 0
 2800, 4.0, -1.0, 0.0, 0.9,  75000,  1.0, 3.0,  10677,   3.8,   7.5,   4.0, 0
 2800, 4.0, -1.0, 0.0, 0.9,  75000,  5.0, 3.0,   5432,   7.5,  14.0,   7.8, 0
 2800, 4.0, -1.0, 0.0, 0.9,  75000, 10.0, 3.0,   2674,  15.1,  26.4,  15.7, 0
 2800, 4.0, -1.0, 0.0, 1.25,  75000,  1.0, 3.0,   4539,   6.8,  17.3,   7.1, 0
 2800, 4.0, -1.0, 0.0, 1.25,  75000,  5.0, 3.0,   2466,  12.5,  32.2,  13.1, 0
 2800, 4.0, -1.0, 0.0, 1.25,  75000, 10.0, 3.0,   1294,  23.5,  60.5,  24.6, 0
 2800, 4.0, -1.0, 0.0, 1.65,  75000,  1.0, 3.0,   4638,   6.4,  13.1,   6.6, 0
 2800, 4.0, -1.0, 0.0, 1.65,  75000,  5.0, 3.0,   2838,  10.4,  21.6,  10.8, 0
 2800, 4.0, -1.0, 0.0, 1.65,  75000, 10.0, 3.0,   1519,  19.3,  40.4,  20.0, 0
 2800, 4.0, -1.0, 0.0, 2.2,  75000,  1.0, 3.0,   5456,   7.7,  25.6,   8.3, 0
 2800, 4.0, -1.0, 0.0, 2.2,  75000,  5.0, 3.0,   3196,  13.1,  42.9,  14.0, 0
 2800, 4.0, -1.0, 0.0, 2.2,  75000, 10.0, 3.0,   1629,  25.5,  80.3,  27.2, 0
 2800, 4.0, -1.0, 0.0, 1.02,  75000,  1.0, 3.0,   9282,   4.4,   5.6,   4.4, 0
 2800, 4.0, -1.0, 0.0, 1.02,  75000,  5.0, 3.0,   5120,   7.9,   9.8,   8.0, 0
 2800, 4.0, -1.0, 0.0, 1.02,  75000, 10.0, 3.0,   2887,  13.8,  16.7,  14.0, 0
 2800, 4.0, -1.0, 0.0, 0.9,  80000,  1.0, 3.0,  11485,   3.5,   6.7,   3.6, 0
 2800, 4.0, -1.0, 0.0, 0.9,  80000,  5.0, 3.0,   5562,   7.1,  13.3,   7.4, 0
 2800, 4.0, -1.0, 0.0, 0.9,  80000, 10.0, 3.0,   2699,  14.5,  25.4,  15.0, 0
 2800, 4.0, -1.0, 0.0, 1.25,  80000,  1.0, 3.0,   4854,   6.2,  15.7,   6.5, 0
 2800, 4.0, -1.0, 0.0, 1.25,  80000,  5.0, 3.0,   2520,  11.8,  30.5,  12.4, 0
 2800, 4.0, -1.0, 0.0, 1.25,  80000, 10.0, 3.0,   1305,  22.5,  58.2,  23.6, 0
 2800, 4.0, -1.0, 0.0, 1.65,  80000,  1.0, 3.0,   4866,   5.9,  12.0,   6.1, 0
 2800, 4.0, -1.0, 0.0, 1.65,  80000,  5.0, 3.0,   2894,   9.9,  20.5,  10.3, 0
 2800, 4.0, -1.0, 0.0, 1.65,  80000, 10.0, 3.0,   1531,  18.5,  38.7,  19.2, 0
 2800, 4.0, -1.0, 0.0, 2.2,  80000,  1.0, 3.0,   5747,   7.1,  23.5,   7.6, 0
 2800, 4.0, -1.0, 0.0, 2.2,  80000,  5.0, 3.0,   3264,  12.5,  40.6,  13.3, 0
 2800, 4.0, -1.0, 0.0, 2.2,  80000, 10.0, 3.0,   1642,  24.5,  77.0,  26.1, 0
 2800, 4.0, -1.0, 0.0, 1.02,  80000,  1.0, 3.0,   9921,   3.9,   5.1,   4.0, 0
 2800, 4.0, -1.0, 0.0, 1.02,  80000,  5.0, 3.0,   5224,   7.5,   9.3,   7.6, 0
 2800, 4.0, -1.0, 0.0, 1.02,  80000, 10.0, 3.0,   2907,  13.3,  16.1,  13.4, 0
 2800, 4.0, -1.0, 0.0, 0.9, 100000,  1.0, 3.0,  14548,   2.4,   4.8,   2.5, 0
 2800, 4.0, -1.0, 0.0, 0.9, 100000,  5.0, 3.0,   5946,   5.9,  11.2,   6.2, 0
 2800, 4.0, -1.0, 0.0, 0.9, 100000, 10.0, 3.0,   2772,  12.6,  22.1,  13.1, 0
 2800, 4.0, -1.0, 0.0, 1.25, 100000,  1.0, 3.0,   6038,   4.4,  11.2,   4.6, 0
 2800, 4.0, -1.0, 0.0, 1.25, 100000,  5.0, 3.0,   2678,   9.9,  25.6,  10.4, 0
 2800, 4.0, -1.0, 0.0, 1.25, 100000, 10.0, 3.0,   1335,  19.7,  50.7,  20.6, 0
 2800, 4.0, -1.0, 0.0, 1.65, 100000,  1.0, 3.0,   5642,   4.6,   9.2,   4.7, 0
 2800, 4.0, -1.0, 0.0, 1.65, 100000,  5.0, 3.0,   3053,   8.4,  17.3,   8.7, 0
 2800, 4.0, -1.0, 0.0, 1.65, 100000, 10.0, 3.0,   1564,  16.2,  33.8,  16.8, 0
 2800, 4.0, -1.0, 0.0, 2.2, 100000,  1.0, 3.0,   6740,   5.4,  17.8,   5.8, 0
 2800, 4.0, -1.0, 0.0, 2.2, 100000,  5.0, 3.0,   3457,  10.5,  34.3,  11.2, 0
 2800, 4.0, -1.0, 0.0, 2.2, 100000, 10.0, 3.0,   1679,  21.4,  67.0,  22.8, 0
 2800, 4.0, -1.0, 0.0, 1.02, 100000,  1.0, 3.0,  12339,   2.8,   3.7,   2.9, 0
 2800, 4.0, -1.0, 0.0, 1.02, 100000,  5.0, 3.0,   5530,   6.3,   7.9,   6.4, 0
 2800, 4.0, -1.0, 0.0, 1.02, 100000, 10.0, 3.0,   2963,  11.6,  14.1,  11.8, 0
 2800, 4.0, -0.5, 0.0, 0.9,  60000,  1.0, 3.0,  10358,   4.7,   8.8,   4.8, 0
 2800, 4.0, -0.5, 0.0, 0.9,  60000,  5.0, 3.0,   6076,   7.9,  14.5,   8.2, 0
 2800, 4.0, -0.5, 0.0, 0.9,  60000, 10.0, 3.0,   3019,  15.7,  27.3,  16.3, 0
 2800, 4.0, -0.5, 0.0, 1.25,  60000,  1.0, 3.0,   3651,   9.5,  24.6,   9.9, 0
 2800, 4.0, -0.5, 0.0, 1.25,  60000,  5.0, 3.0,   2325,  14.8,  38.5,  15.5, 0
 2800, 4.0, -0.5, 0.0, 1.25,  60000, 10.0, 3.0,   1284,  26.5,  68.2,  27.8, 0
 2800, 4.0, -0.5, 0.0, 1.65,  60000,  1.0, 3.0,   5040,   6.7,  13.3,   6.9, 0
 2800, 4.0, -0.5, 0.0, 1.65,  60000,  5.0, 3.0,   3329,  10.1,  20.1,  10.4, 0
 2800, 4.0, -0.5, 0.0, 1.65,  60000, 10.0, 3.0,   1820,  18.2,  36.6,  18.8, 0
 2800, 4.0, -0.5, 0.0, 2.2,  60000,  1.0, 3.0,   5621,   8.3,  26.9,   8.8, 0
 2800, 4.0, -0.5, 0.0, 2.2,  60000,  5.0, 3.0,   3618,  12.8,  40.4,  13.6, 0
 2800, 4.0, -0.5, 0.0, 2.2,  60000, 10.0, 3.0,   1911,  23.9,  72.4,  25.5, 0
 2800, 4.0, -0.5, 0.0, 1.02,  60000,  1.0, 3.0,   7443,   6.0,   7.4,   6.1, 0
 2800, 4.0, -0.5, 0.0, 1.02,  60000,  5.0, 3.0,   4909,   9.0,  11.0,   9.1, 0
 2800, 4.0, -0.5, 0.0, 1.02,  60000, 10.0, 3.0,   2921,  15.0,  17.9,  15.2, 0
 2800, 4.0, -0.5, 0.0, 0.9,  75000,  1.0, 3.0,  13600,   3.2,   6.0,   3.3, 0
 2800, 4.0, -0.5, 0.0, 0.9,  75000,  5.0, 3.0,   6748,   6.4,  11.8,   6.6, 0
 2800, 4.0, -0.5, 0.0, 0.9,  75000, 10.0, 3.0,   3152,  13.5,  23.5,  14.0, 0
 2800, 4.0, -0.5, 0.0, 1.25,  75000,  1.0, 3.0,   4601,   6.7,  17.4,   7.1, 0
 2800, 4.0, -0.5, 0.0, 1.25,  75000,  5.0, 3.0,   2546,  12.1,  31.5,  12.8, 0
 2800, 4.0, -0.5, 0.0, 1.25,  75000, 10.0, 3.0,   1329,  23.0,  59.2,  24.1, 0
 2800, 4.0, -0.5, 0.0, 1.65,  75000,  1.0, 3.0,   6110,   4.9,   9.8,   5.1, 0
 2800, 4.0, -0.5, 0.0, 1.65,  75000,  5.0, 3.0,   3633,   8.3,  16.5,   8.6, 0
 2800, 4.0, -0.5, 0.0, 1.65,  75000, 10.0, 3.0,   1887,  15.8,  31.7,  16.3, 0
 2800, 4.0, -0.5, 0.0, 2.2,  75000,  1.0, 3.0,   6887,   6.1,  19.8,   6.5, 0
 2800, 4.0, -0.5, 0.0, 2.2,  75000,  5.0, 3.0,   3970,  10.5,  33.2,  11.2, 0
 2800, 4.0, -0.5, 0.0, 2.2,  75000, 10.0, 3.0,   1982,  20.7,  62.7,  22.1, 0
 2800, 4.0, -0.5, 0.0, 1.02,  75000,  1.0, 3.0,   9284,   4.3,   5.4,   4.4, 0
 2800, 4.0, -0.5, 0.0, 1.02,  75000,  5.0, 3.0,   5325,   7.5,   9.1,   7.6, 0
 2800, 4.0, -0.5, 0.0, 1.02,  75000, 10.0, 3.0,   3008,  13.1,  15.6,  13.2, 0
 2800, 4.0, -0.5, 0.0, 0.9,  80000,  1.0, 3.0,  14663,   2.9,   5.4,   3.0, 0
 2800, 4.0, -0.5, 0.0, 0.9,  80000,  5.0, 3.0,   6918,   6.0,  11.2,   6.3, 0
 2800, 4.0, -0.5, 0.0, 0.9,  80000, 10.0, 3.0,   3185,  13.0,  22.5,  13.4, 0
 2800, 4.0, -0.5, 0.0, 1.25,  80000,  1.0, 3.0,   4905,   6.1,  15.8,   6.4, 0
 2800, 4.0, -0.5, 0.0, 1.25,  80000,  5.0, 3.0,   2601,  11.5,  29.9,  12.1, 0
 2800, 4.0, -0.5, 0.0, 1.25,  80000, 10.0, 3.0,   1340,  22.1,  56.9,  23.1, 0
 2800, 4.0, -0.5, 0.0, 1.65,  80000,  1.0, 3.0,   6428,   4.5,   9.0,   4.7, 0
 2800, 4.0, -0.5, 0.0, 1.65,  80000,  5.0, 3.0,   3707,   7.9,  15.7,   8.1, 0
 2800, 4.0, -0.5, 0.0, 1.65,  80000, 10.0, 3.0,   1902,  15.1,  30.4,  15.7, 0
 2800, 4.0, -0.5, 0.0, 2.2,  80000,  1.0, 3.0,   7263,   5.6,  18.1,   5.9, 0
 2800, 4.0, -0.5, 0.0, 2.2,  80000,  5.0, 3.0,   4056,   9.9,  31.4,  10.6, 0
 2800, 4.0, -0.5, 0.0, 2.2,  80000, 10.0, 3.0,   1998,  19.9,  60.1,  21.2, 0
 2800, 4.0, -0.5, 0.0, 1.02,  80000,  1.0, 3.0,   9875,   3.9,   4.9,   4.0, 0
 2800, 4.0, -0.5, 0.0, 1.02,  80000,  5.0, 3.0,   5429,   7.1,   8.7,   7.2, 0
 2800, 4.0, -0.5, 0.0, 1.02,  80000, 10.0, 3.0,   3029,  12.6,  15.0,  12.7, 0
 2800, 4.0, -0.5, 0.0, 0.9, 100000,  1.0, 3.0,  18709,   2.0,   3.8,   2.1, 0
 2800, 4.0, -0.5, 0.0, 0.9, 100000,  5.0, 3.0,   7420,   5.0,   9.3,   5.2, 0
 2800, 4.0, -0.5, 0.0, 0.9, 100000, 10.0, 3.0,   3282,  11.2,  19.6,  11.6, 0
 2800, 4.0, -0.5, 0.0, 1.25, 100000,  1.0, 3.0,   6031,   4.4,  11.5,   4.7, 0
 2800, 4.0, -0.5, 0.0, 1.25, 100000,  5.0, 3.0,   2762,   9.7,  25.2,  10.2, 0
 2800, 4.0, -0.5, 0.0, 1.25, 100000, 10.0, 3.0,   1371,  19.3,  49.6,  20.2, 0
 2800, 4.0, -0.5, 0.0, 1.65, 100000,  1.0, 3.0,   7508,   3.5,   6.9,   3.6, 0
 2800, 4.0, -0.5, 0.0, 1.65, 100000,  5.0, 3.0,   3921,   6.6,  13.2,   6.9, 0
 2800, 4.0, -0.5, 0.0, 1.65, 100000, 10.0, 3.0,   1946,  13.2,  26.5,  13.7, 0
 2800, 4.0, -0.5, 0.0, 2.2, 100000,  1.0, 3.0,   8540,   4.2,  13.8,   4.5, 0
 2800, 4.0, -0.5, 0.0, 2.2, 100000,  5.0, 3.0,   4304,   8.4,  26.5,   8.9, 0
 2800, 4.0, -0.5, 0.0, 2.2, 100000, 10.0, 3.0,   2045,  17.4,  52.4,  18.5, 0
 2800, 4.0, -0.5, 0.0, 1.02, 100000,  1.0, 3.0,  12092,   2.9,   3.6,   2.9, 0
 2800, 4.0, -0.5, 0.0, 1.02, 100000,  5.0, 3.0,   5732,   6.0,   7.4,   6.1, 0
 2800, 4.0, -0.5, 0.0, 1.02, 100000, 10.0, 3.0,   3088,  11.0,  13.1,  11.2, 0
 2800, 4.0,  0.0, 0.0, 0.9,  60000,  1.0, 3.0,  11849,   4.3,   8.6,   4.5, 0
 2800, 4.0,  0.0, 0.0, 0.9,  60000,  5.0, 3.0,   6816,   7.5,  14.5,   7.8, 0
 2800, 4.0,  0.0, 0.0, 0.9,  60000, 10.0, 3.0,   3273,  15.5,  28.2,  16.1, 0
 2800, 4.0,  0.0, 0.0, 1.25,  60000,  1.0, 3.0,   3879,   9.0,  23.2,   9.4, 0
 2800, 4.0,  0.0, 0.0, 1.25,  60000,  5.0, 3.0,   2467,  14.0,  36.1,  14.7, 0
 2800, 4.0,  0.0, 0.0, 1.25,  60000, 10.0, 3.0,   1334,  25.6,  65.1,  26.9, 0
 2800, 4.0,  0.0, 0.0, 1.65,  60000,  1.0, 3.0,   5828,   5.9,  11.4,   6.1, 0
 2800, 4.0,  0.0, 0.0, 1.65,  60000,  5.0, 3.0,   3762,   9.1,  17.7,   9.4, 0
 2800, 4.0,  0.0, 0.0, 1.65,  60000, 10.0, 3.0,   2001,  17.0,  33.2,  17.6, 0
 2800, 4.0,  0.0, 0.0, 2.2,  60000,  1.0, 3.0,   6145,   7.7,  24.3,   8.2, 0
 2800, 4.0,  0.0, 0.0, 2.2,  60000,  5.0, 3.0,   3871,  12.2,  37.5,  12.9, 0
 2800, 4.0,  0.0, 0.0, 2.2,  60000, 10.0, 3.0,   1990,  23.4,  69.3,  24.9, 0
 2800, 4.0,  0.0, 0.0, 1.02,  60000,  1.0, 3.0,   7406,   6.0,   7.3,   6.0, 0
 2800, 4.0,  0.0, 0.0, 1.02,  60000,  5.0, 3.0,   4826,   9.1,  11.0,   9.2, 0
 2800, 4.0,  0.0, 0.0, 1.02,  60000, 10.0, 3.0,   2761,  15.8,  18.7,  16.0, 0
 2800, 4.0,  0.0, 0.0, 0.9,  75000,  1.0, 3.0,  15671,   2.9,   5.8,   3.1, 0
 2800, 4.0,  0.0, 0.0, 0.9,  75000,  5.0, 3.0,   7604,   6.1,  11.7,   6.3, 0
 2800, 4.0,  0.0, 0.0, 0.9,  75000, 10.0, 3.0,   3429,  13.3,  24.2,  13.8, 0
 2800, 4.0,  0.0, 0.0, 1.25,  75000,  1.0, 3.0,   4871,   6.4,  16.5,   6.7, 0
 2800, 4.0,  0.0, 0.0, 1.25,  75000,  5.0, 3.0,   2705,  11.5,  29.5,  12.1, 0
 2800, 4.0,  0.0, 0.0, 1.25,  75000, 10.0, 3.0,   1383,  22.2,  56.4,  23.3, 0
 2800, 4.0,  0.0, 0.0, 1.65,  75000,  1.0, 3.0,   7141,   4.3,   8.3,   4.5, 0
 2800, 4.0,  0.0, 0.0, 1.65,  75000,  5.0, 3.0,   4122,   7.5,  14.5,   7.7, 0
 2800, 4.0,  0.0, 0.0, 1.65,  75000, 10.0, 3.0,   2078,  14.7,  28.7,  15.2, 0
 2800, 4.0,  0.0, 0.0, 2.2,  75000,  1.0, 3.0,   7600,   5.6,  17.7,   5.9, 0
 2800, 4.0,  0.0, 0.0, 2.2,  75000,  5.0, 3.0,   4264,   9.9,  30.7,  10.6, 0
 2800, 4.0,  0.0, 0.0, 2.2,  75000, 10.0, 3.0,   2068,  20.2,  59.9,  21.6, 0
 2800, 4.0,  0.0, 0.0, 1.02,  75000,  1.0, 3.0,   9239,   4.3,   5.3,   4.3, 0
 2800, 4.0,  0.0, 0.0, 1.02,  75000,  5.0, 3.0,   5255,   7.5,   9.1,   7.6, 0
 2800, 4.0,  0.0, 0.0, 1.02,  75000, 10.0, 3.0,   2851,  13.7,  16.3,  13.9, 0
 2800, 4.0,  0.0, 0.0, 0.9,  80000,  1.0, 3.0,  16924,   2.6,   5.2,   2.7, 0
 2800, 4.0,  0.0, 0.0, 0.9,  80000,  5.0, 3.0,   7803,   5.7,  11.1,   5.9, 0
 2800, 4.0,  0.0, 0.0, 0.9,  80000, 10.0, 3.0,   3468,  12.7,  23.2,  13.2, 0
 2800, 4.0,  0.0, 0.0, 1.25,  80000,  1.0, 3.0,   5184,   5.8,  15.0,   6.1, 0
 2800, 4.0,  0.0, 0.0, 1.25,  80000,  5.0, 3.0,   2764,  10.9,  28.0,  11.4, 0
 2800, 4.0,  0.0, 0.0, 1.25,  80000, 10.0, 3.0,   1395,  21.3,  54.2,  22.4, 0
 2800, 4.0,  0.0, 0.0, 1.65,  80000,  1.0, 3.0,   7532,   4.0,   7.7,   4.1, 0
 2800, 4.0,  0.0, 0.0, 1.65,  80000,  5.0, 3.0,   4211,   7.1,  13.7,   7.3, 0
 2800, 4.0,  0.0, 0.0, 1.65,  80000, 10.0, 3.0,   2096,  14.1,  27.5,  14.6, 0
 2800, 4.0,  0.0, 0.0, 2.2,  80000,  1.0, 3.0,   8032,   5.1,  16.1,   5.4, 0
 2800, 4.0,  0.0, 0.0, 2.2,  80000,  5.0, 3.0,   4361,   9.4,  29.0,  10.0, 0
 2800, 4.0,  0.0, 0.0, 2.2,  80000, 10.0, 3.0,   2086,  19.4,  57.4,  20.7, 0
 2800, 4.0,  0.0, 0.0, 1.02,  80000,  1.0, 3.0,   9822,   3.9,   4.8,   4.0, 0
 2800, 4.0,  0.0, 0.0, 1.02,  80000,  5.0, 3.0,   5362,   7.1,   8.6,   7.2, 0
 2800, 4.0,  0.0, 0.0, 1.02,  80000, 10.0, 3.0,   2873,  13.2,  15.6,  13.3, 0
 2800, 4.0,  0.0, 0.0, 0.9, 100000,  1.0, 3.0,  21696,   1.8,   3.6,   1.9, 0
 2800, 4.0,  0.0, 0.0, 0.9, 100000,  5.0, 3.0,   8394,   4.7,   9.2,   4.9, 0
 2800, 4.0,  0.0, 0.0, 0.9, 100000, 10.0, 3.0,   3585,  11.0,  20.1,  11.4, 0
 2800, 4.0,  0.0, 0.0, 1.25, 100000,  1.0, 3.0,   6331,   4.3,  11.0,   4.5, 0
 2800, 4.0,  0.0, 0.0, 1.25, 100000,  5.0, 3.0,   2937,   9.2,  23.6,   9.6, 0
 2800, 4.0,  0.0, 0.0, 1.25, 100000, 10.0, 3.0,   1428,  18.6,  47.2,  19.5, 0
 2800, 4.0,  0.0, 0.0, 1.65, 100000,  1.0, 3.0,   8866,   3.0,   5.8,   3.1, 0
 2800, 4.0,  0.0, 0.0, 1.65, 100000,  5.0, 3.0,   4466,   6.0,  11.5,   6.2, 0
 2800, 4.0,  0.0, 0.0, 1.65, 100000, 10.0, 3.0,   2148,  12.3,  23.9,  12.7, 0
 2800, 4.0,  0.0, 0.0, 2.2, 100000,  1.0, 3.0,   9506,   3.9,  12.2,   4.1, 0
 2800, 4.0,  0.0, 0.0, 2.2, 100000,  5.0, 3.0,   4640,   7.9,  24.4,   8.4, 0
 2800, 4.0,  0.0, 0.0, 2.2, 100000, 10.0, 3.0,   2139,  16.9,  49.9,  18.0, 0
 2800, 4.0,  0.0, 0.0, 1.02, 100000,  1.0, 3.0,  11985,   2.9,   3.6,   2.9, 0
 2800, 4.0,  0.0, 0.0, 1.02, 100000,  5.0, 3.0,   5673,   6.0,   7.3,   6.1, 0
 2800, 4.0,  0.0, 0.0, 1.02, 100000, 10.0, 3.0,   2934,  11.5,  13.7,  11.7, 0
 2800, 4.0,  0.5, 0.0, 0.9,  60000,  1.0, 3.0,  12316,   4.5,   9.7,   4.7, 0
 2800, 4.0,  0.5, 0.0, 0.9,  60000,  5.0, 3.0,   7010,   7.8,  16.7,   8.2, 0
 2800, 4.0,  0.5, 0.0, 0.9,  60000, 10.0, 3.0,   3305,  16.4,  33.2,  17.2, 0
 2800, 4.0,  0.5, 0.0, 1.25,  60000,  1.0, 3.0,   4341,   8.0,  20.6,   8.5, 0
 2800, 4.0,  0.5, 0.0, 1.25,  60000,  5.0, 3.0,   2732,  12.7,  32.3,  13.4, 0
 2800, 4.0,  0.5, 0.0, 1.25,  60000, 10.0, 3.0,   1437,  23.9,  60.0,  25.0, 0
 2800, 4.0,  0.5, 0.0, 1.65,  60000,  1.0, 3.0,   6456,   5.5,  10.4,   5.7, 0
 2800, 4.0,  0.5, 0.0, 1.65,  60000,  5.0, 3.0,   4126,   8.5,  16.2,   8.8, 0
 2800, 4.0,  0.5, 0.0, 1.65,  60000, 10.0, 3.0,   2162,  16.1,  30.8,  16.6, 0
 2800, 4.0,  0.5, 0.0, 2.2,  60000,  1.0, 3.0,   6431,   7.5,  23.4,   8.0, 0
 2800, 4.0,  0.5, 0.0, 2.2,  60000,  5.0, 3.0,   4006,  12.0,  36.7,  12.7, 0
 2800, 4.0,  0.5, 0.0, 2.2,  60000, 10.0, 3.0,   2026,  23.5,  68.9,  25.0, 0
 2800, 4.0,  0.5, 0.0, 1.02,  60000,  1.0, 3.0,   7532,   5.9,   7.2,   6.0, 0
 2800, 4.0,  0.5, 0.0, 1.02,  60000,  5.0, 3.0,   4764,   9.3,  11.1,   9.4, 0
 2800, 4.0,  0.5, 0.0, 1.02,  60000, 10.0, 3.0,   2579,  16.9,  20.2,  17.1, 0
 2800, 4.0,  0.5, 0.0, 0.9,  75000,  1.0, 3.0,  16322,   3.0,   6.5,   3.2, 0
 2800, 4.0,  0.5, 0.0, 0.9,  75000,  5.0, 3.0,   7840,   6.3,  13.5,   6.6, 0
 2800, 4.0,  0.5, 0.0, 0.9,  75000, 10.0, 3.0,   3470,  14.1,  28.5,  14.7, 0
 2800, 4.0,  0.5, 0.0, 1.25,  75000,  1.0, 3.0,   5457,   5.7,  14.6,   6.0, 0
 2800, 4.0,  0.5, 0.0, 1.25,  75000,  5.0, 3.0,   3004,  10.4,  26.4,  10.9, 0
 2800, 4.0,  0.5, 0.0, 1.25,  75000, 10.0, 3.0,   1493,  20.7,  51.8,  21.7, 0
 2800, 4.0,  0.5, 0.0, 1.65,  75000,  1.0, 3.0,   7938,   4.0,   7.5,   4.1, 0
 2800, 4.0,  0.5, 0.0, 1.65,  75000,  5.0, 3.0,   4530,   7.0,  13.2,   7.2, 0
 2800, 4.0,  0.5, 0.0, 1.65,  75000, 10.0, 3.0,   2248,  13.9,  26.6,  14.4, 0
 2800, 4.0,  0.5, 0.0, 2.2,  75000,  1.0, 3.0,   7984,   5.4,  16.8,   5.8, 0
 2800, 4.0,  0.5, 0.0, 2.2,  75000,  5.0, 3.0,   4423,   9.8,  29.9,  10.4, 0
 2800, 4.0,  0.5, 0.0, 2.2,  75000, 10.0, 3.0,   2108,  20.3,  59.5,  21.6, 0
 2800, 4.0,  0.5, 0.0, 1.02,  75000,  1.0, 3.0,   9482,   4.2,   5.1,   4.2, 0
 2800, 4.0,  0.5, 0.0, 1.02,  75000,  5.0, 3.0,   5223,   7.6,   9.2,   7.7, 0
 2800, 4.0,  0.5, 0.0, 1.02,  75000, 10.0, 3.0,   2674,  14.7,  17.5,  14.9, 0
 2800, 4.0,  0.5, 0.0, 0.9,  80000,  1.0, 3.0,  17629,   2.7,   5.9,   2.8, 0
 2800, 4.0,  0.5, 0.0, 0.9,  80000,  5.0, 3.0,   8051,   5.9,  12.8,   6.2, 0
 2800, 4.0,  0.5, 0.0, 0.9,  80000, 10.0, 3.0,   3511,  13.5,  27.3,  14.1, 0
 2800, 4.0,  0.5, 0.0, 1.25,  80000,  1.0, 3.0,   5807,   5.2,  13.3,   5.5, 0
 2800, 4.0,  0.5, 0.0, 1.25,  80000,  5.0, 3.0,   3072,   9.8,  25.0,  10.3, 0
 2800, 4.0,  0.5, 0.0, 1.25,  80000, 10.0, 3.0,   1506,  19.8,  49.8,  20.8, 0
 2800, 4.0,  0.5, 0.0, 1.65,  80000,  1.0, 3.0,   8378,   3.7,   6.9,   3.8, 0
 2800, 4.0,  0.5, 0.0, 1.65,  80000,  5.0, 3.0,   4630,   6.6,  12.5,   6.8, 0
